,MS SubClass,MS Zoning_string,Lot Frontage,Lot Area,Street_string,Lot Shape_string,Land Contour_string,Utilities_string,Lot Config_string,Land Slope_string,Neighborhood_string,Condition 1_string,Condition 2_string,Bldg Type_string,House Style_string,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style_string,Roof Matl_string,Exterior 1st_string,Exterior 2nd_string,Mas Vnr Type_string,Mas Vnr Area,Exter Qual,Exter Cond,Foundation_string,Bsmt Qual,Bsmt Cond,Bsmt Exposure_string,BsmtFin Type 1_string,BsmtFin SF 1,BsmtFin Type 2_string,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating_string,Heating QC,Central Air_string,Electrical_string,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional_string,Fireplaces,Fireplace Qu_string,Garage Type_string,Garage Yr Blt,Garage Finish_string,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive_string,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC_string,Misc Val,Mo Sold,Yr Sold,Sale Type_string,SalePrice,Remodeled,total_square_feet,Garage_combined
346,80,5,0,10246,1,0,3,0,1,0,22,2,2,0,7,4,9,3861225,4004001,1,1,12,12,2,0,3,4,1,3,4,0,2,648,6,0,0,648,0,5,1,4,960,0,0,960,1,1,0,0,0,1,3,3,7,0,3,1,3861225,3,1,364,3,3,2,88,0,0,0,0,0,3,0,5,4024036,8,145000,1,2344,12649373100
347,60,5,85,11475,1,3,3,0,4,0,17,6,2,0,5,6,6,3900625,3900625,1,1,12,12,2,0,3,3,1,4,3,4,0,550,6,0,163,713,0,3,1,4,811,741,0,1552,1,0,2,1,3,1,3,6,7,1,5,1,3900625,2,2,434,3,3,2,209,208,0,0,0,0,3,0,2,4024036,8,179900,0,3395,30471682500
348,20,5,75,9986,1,3,3,0,4,0,24,2,2,0,2,8,5,4024036,4028049,1,1,12,12,1,428,4,3,2,5,3,0,6,0,6,0,1795,1795,0,5,1,4,1795,0,0,1795,0,0,2,0,2,1,4,7,7,1,2,1,4028049,2,3,895,3,3,2,0,49,0,0,0,0,3,0,2,4028049,6,147000,1,5434,97337804085
349,60,5,63,10475,1,3,3,0,4,0,14,2,2,0,5,5,5,3964081,3964081,1,1,6,6,2,0,3,3,2,4,3,4,5,458,6,0,166,624,0,4,1,4,624,650,0,1274,0,0,1,1,3,1,3,6,7,0,3,5,3972049,3,2,576,3,3,2,22,0,0,0,0,0,3,0,3,4040100,8,136000,0,2544,41182204032
350,50,6,50,6000,1,3,3,0,4,0,3,2,2,0,0,6,6,3763600,3802500,1,1,8,8,2,0,3,4,1,3,3,4,3,264,6,0,308,572,0,5,1,0,848,348,0,1196,0,1,1,1,3,1,3,6,7,2,2,5,3892729,3,2,576,3,3,2,0,0,0,0,0,0,3,0,3,4040100,8,128000,1,2340,40359814272
351,20,5,50,4280,1,0,3,0,4,0,22,2,2,0,2,4,9,3786916,4004001,1,1,8,8,2,0,3,4,1,2,3,4,6,0,6,0,560,560,0,5,1,0,704,0,0,704,0,1,1,0,2,1,2,4,7,0,3,4,3786916,3,1,220,3,3,2,0,0,24,0,0,0,3,0,9,4036081,8,88750,1,1824,7498093680
352,20,5,119,10895,1,3,3,0,0,0,15,2,2,0,2,5,6,3822025,3822025,1,1,8,8,2,0,3,4,1,3,3,4,5,648,6,0,324,972,0,3,1,4,972,0,0,972,0,0,1,0,3,1,3,5,7,0,3,1,3822025,3,1,305,3,3,2,0,0,205,0,0,0,3,0,6,4040100,8,122500,0,2916,10491458625
353,50,5,78,17503,1,3,3,0,4,0,15,0,2,0,0,6,5,3794704,3802500,1,1,12,12,2,0,3,3,1,3,3,4,6,0,6,0,912,912,0,3,1,4,912,546,0,1458,0,1,1,0,3,1,3,6,7,1,2,1,3794704,3,1,330,3,3,2,192,0,0,0,0,0,3,0,1,4040100,8,97500,1,3474,11270270880
354,20,5,109,9723,1,0,3,0,0,0,15,2,2,0,2,6,7,3853369,3853369,3,1,8,8,1,332,3,3,1,3,3,4,6,0,6,0,1008,1008,0,3,1,4,1008,0,0,1008,0,0,1,0,2,1,3,5,7,0,3,1,3853369,2,2,430,3,3,2,0,0,0,0,0,0,3,0,10,4024036,8,135000,0,3024,29825076060
355,20,5,90,11694,1,3,3,0,4,0,19,2,2,0,2,9,5,4028049,4028049,3,1,5,5,1,452,5,3,2,5,3,0,2,48,6,0,1774,1822,0,5,1,4,1828,0,0,1828,0,0,2,0,3,1,4,9,7,1,2,1,4028049,3,3,774,3,3,2,0,108,0,0,260,0,3,0,7,4028049,6,314813,0,5580,84178168002
356,50,1,105,8470,1,0,3,0,0,0,11,1,1,0,0,3,2,3667225,3928324,3,1,9,9,2,0,2,2,1,3,2,4,6,0,6,0,1013,1013,0,3,0,4,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,3,6,0,1,0,0,0,0,0,0,0,156,0,0,0,3,0,10,4036081,3,85000,1,3552,0
357,50,6,50,6000,1,3,3,0,4,0,3,2,2,0,0,6,9,3751969,4000000,1,1,8,8,2,0,4,3,0,3,3,4,6,0,6,0,698,698,0,3,1,4,786,390,0,1176,0,0,1,0,2,1,3,4,7,0,3,5,3996001,3,2,624,3,3,0,210,0,0,0,0,0,3,0,7,4036081,8,134900,1,2782,44883083232
358,20,5,70,10519,1,3,3,0,4,0,7,2,2,0,2,5,8,3822025,3996001,3,1,8,8,3,164,3,3,1,3,3,2,6,0,6,0,1057,1057,0,4,1,4,1057,0,0,1057,0,1,1,0,3,1,4,6,7,0,3,1,3822025,3,1,288,3,3,2,0,0,0,0,0,0,3,0,3,4024036,8,137000,1,3171,9906688800
359,20,5,91,10437,1,0,3,0,4,0,18,2,2,0,2,8,6,3980025,3980025,3,1,8,8,1,660,4,4,2,4,3,1,2,1696,6,0,413,2109,0,5,1,4,2113,0,0,2113,1,0,2,1,2,1,4,7,7,1,5,1,3980025,0,3,839,3,3,2,236,46,0,0,0,0,3,0,8,4032064,8,350000,0,6613,90159506325
360,20,5,65,7514,1,3,3,0,4,0,15,2,2,0,2,5,7,3869089,3900625,3,1,8,8,2,0,3,3,1,3,3,2,0,373,5,108,462,943,0,3,1,4,1387,0,0,1387,1,0,1,0,3,1,3,6,7,1,5,1,3896676,2,1,300,3,3,2,0,0,240,0,0,0,3,0,9,4024036,8,145000,1,3273,10521025200
361,60,5,118,13654,1,0,3,0,1,0,19,2,2,0,5,9,5,4020025,4024036,1,1,8,8,1,365,4,3,2,5,3,1,6,0,6,0,1704,1704,0,5,1,4,1722,1036,0,2758,0,0,2,1,4,1,5,9,7,1,0,3,4020025,0,3,814,3,3,2,282,55,0,0,0,0,3,0,5,4028049,8,418000,1,6503,88352109450
362,30,6,48,5747,1,3,3,0,4,0,20,2,2,0,2,3,4,3686400,3802500,1,1,13,13,2,0,3,3,2,3,3,4,6,0,6,0,798,798,0,4,1,4,840,0,0,840,0,0,1,0,2,1,2,5,7,0,3,5,3755844,3,1,250,3,2,0,112,0,0,0,0,0,3,0,6,4024036,8,64000,1,2548,5633766000
363,50,4,55,4500,1,1,0,0,4,0,21,2,2,0,0,5,5,3732624,4000000,1,1,12,11,2,0,3,3,0,3,3,4,5,182,6,0,611,793,0,5,1,4,848,672,0,1520,0,0,1,0,3,1,3,6,7,0,3,5,3873024,3,1,281,3,3,2,0,0,56,0,0,0,3,0,7,4036081,8,159434,1,3106,9794877696
364,20,5,91,11830,1,3,3,0,4,0,24,1,2,0,2,8,5,4028049,4028049,1,1,12,12,1,164,4,3,2,4,3,4,2,1220,6,0,322,1542,0,5,1,4,1542,0,0,1542,1,0,2,0,3,1,4,6,7,1,2,1,4028049,3,3,852,3,3,2,168,110,0,0,0,0,3,0,7,4028049,6,260261,0,4904,92661239196
365,50,5,71,8520,1,3,3,0,0,0,15,0,2,0,0,5,4,3810304,3810304,1,1,3,13,2,0,3,2,1,3,3,4,5,507,6,0,403,910,0,2,1,4,910,475,0,1385,0,0,2,0,4,1,3,6,7,0,3,5,4000000,3,2,720,3,3,2,0,0,0,0,0,0,3,0,6,4040100,8,166000,0,3205,51840000000
366,85,5,66,6760,1,3,3,0,4,0,15,2,2,0,6,5,5,3849444,3849444,1,1,6,6,2,0,3,3,1,3,3,0,0,734,6,0,162,896,0,3,1,4,936,0,0,936,1,0,1,0,3,1,3,6,7,1,4,1,3849444,2,1,288,3,3,2,24,90,160,0,0,0,3,0,10,4028049,8,130000,0,2842,9977758848
367,50,5,51,6191,1,3,3,0,0,0,21,2,2,0,0,5,4,3767481,3802500,1,1,13,13,2,0,3,3,1,2,2,4,3,384,6,0,440,824,0,3,0,4,824,464,0,1288,0,0,1,0,4,1,3,6,7,0,3,5,3767481,3,1,240,3,3,2,0,0,0,0,0,0,3,0,11,4024036,8,112000,1,2936,8137758960
368,20,5,80,8700,1,3,3,0,4,0,15,2,2,0,2,5,6,3853369,3853369,3,1,8,8,1,148,3,4,1,3,3,2,0,776,6,0,344,1120,0,4,1,4,1128,0,0,1128,1,0,2,0,3,1,3,6,7,0,3,1,3853369,2,2,525,3,3,2,192,20,123,0,0,0,3,0,12,4032064,8,155000,0,3580,36414337050
369,60,5,92,12003,1,3,3,0,0,0,26,2,2,0,5,8,5,4036081,4040100,1,1,12,12,1,84,4,3,2,5,3,4,6,0,6,0,774,774,0,5,1,4,774,1194,0,1968,0,0,2,1,4,1,5,8,7,1,2,3,4036081,0,3,680,3,3,2,0,75,0,0,0,0,3,0,5,4040100,6,269500,1,3591,74102447160
370,80,5,0,12700,1,0,3,0,4,0,15,2,2,0,7,6,5,3857296,3857296,1,1,6,6,2,0,3,3,1,3,3,4,0,939,6,0,307,1246,0,3,1,4,1246,0,0,1246,1,0,1,0,3,1,3,6,7,2,2,1,3857296,2,2,441,3,3,2,0,69,0,0,0,0,3,0,11,4024036,8,172000,0,3807,30619215648
371,70,5,75,13125,1,3,3,0,4,0,6,2,2,0,5,7,6,3763600,3936256,1,1,13,13,2,0,3,3,1,3,3,4,1,410,6,0,390,800,0,3,1,4,960,780,0,1740,0,0,1,1,3,1,3,6,7,2,2,1,3763600,3,1,240,3,3,2,0,0,0,0,0,0,3,0,7,4028049,1,219500,1,3340,8129376000
372,20,5,0,8638,1,0,3,0,4,0,22,5,2,0,2,5,6,3853369,3853369,1,1,6,6,2,0,3,3,2,3,3,4,0,181,6,0,744,925,0,4,1,4,925,0,0,925,1,0,1,0,2,1,3,5,7,0,3,5,3960100,3,2,484,3,3,2,203,74,0,0,0,0,3,0,10,4024036,8,133500,0,3052,34500391200
373,80,5,76,9967,1,0,3,0,4,0,8,2,2,0,7,7,5,4000000,4000000,1,1,12,12,2,0,3,3,2,4,3,4,6,0,6,0,384,384,0,5,1,4,774,656,0,1430,0,0,2,1,3,1,3,8,7,1,5,3,4000000,2,2,400,3,3,2,100,0,0,0,0,0,3,0,12,4028049,8,170000,0,2298,28800000000
374,70,6,60,9600,1,3,3,0,0,0,20,2,2,0,5,8,9,3610000,4012009,1,1,13,13,2,0,4,4,0,3,3,4,6,0,6,0,930,930,1,3,0,4,930,636,0,1566,0,0,2,0,3,1,4,7,7,0,3,5,3724900,3,1,288,3,3,2,54,228,246,0,0,0,3,0,4,4040100,8,150000,1,3708,9654940800
375,20,5,0,12774,1,3,3,0,4,2,15,2,2,0,2,5,5,3814209,3814209,3,1,8,8,2,0,3,3,2,3,3,4,1,624,3,128,232,984,1,3,0,4,950,0,0,950,0,0,1,0,2,1,3,5,7,0,3,5,3814209,3,2,400,3,3,2,0,32,0,0,0,0,3,0,7,4032064,8,130000,0,2950,27462304800
376,80,5,70,8163,1,3,3,0,4,0,15,2,2,0,7,5,6,3837681,3837681,1,1,6,6,1,128,3,4,1,3,3,0,0,748,1,294,102,1144,0,3,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,7,1,5,1,3837681,2,1,796,3,3,2,86,0,0,0,0,0,3,0,3,4024036,8,143000,0,3518,27493146684
377,20,5,90,9900,1,3,3,0,0,0,15,2,2,0,2,5,5,3845521,3845521,1,1,9,9,2,0,3,4,1,3,3,4,6,0,6,0,1114,1114,0,3,1,4,1114,0,0,1114,1,0,1,0,3,1,3,5,7,0,3,1,3845521,2,2,451,3,3,2,0,0,0,0,164,0,3,0,5,4032064,0,140000,0,3342,31217939478
378,20,5,95,13651,1,0,3,0,4,0,15,2,2,0,2,7,6,3892729,3892729,1,1,9,9,1,1115,3,4,1,4,3,1,0,1880,6,0,343,2223,0,5,1,4,2223,0,0,2223,1,0,2,0,3,1,3,8,7,2,2,1,3892729,0,2,516,3,3,2,300,0,0,0,0,0,3,0,2,4028049,8,244000,0,6969,36155666952
379,75,6,60,7200,1,3,3,0,4,0,11,2,2,0,4,5,7,3686400,3984016,1,1,8,8,2,0,3,3,0,3,2,4,6,0,6,0,530,530,0,3,0,4,581,530,0,1111,0,0,1,0,3,1,2,6,7,0,3,5,3744225,3,1,288,3,3,0,0,0,144,0,0,0,3,0,3,4028049,8,101000,1,2171,9705031200
380,20,6,65,9750,1,3,3,0,4,0,20,2,2,0,2,5,5,3833764,3833764,3,1,6,6,2,0,3,3,1,3,3,4,6,0,6,0,960,960,0,5,1,4,960,0,0,960,0,0,1,0,3,1,3,5,7,0,3,5,4008004,3,2,624,3,3,2,0,0,0,0,0,0,3,4500,7,4024036,8,125000,0,2880,45017900928
381,60,5,73,11184,1,0,3,0,0,0,8,2,2,0,5,6,5,3992004,3992004,1,1,12,12,2,0,3,3,2,4,3,4,6,0,6,0,932,932,0,4,1,4,932,701,0,1633,0,0,2,1,3,1,3,7,7,1,5,1,3992004,0,2,460,3,3,2,0,39,0,0,0,0,3,0,4,4032064,8,183000,0,3536,33053793120
382,75,6,92,5520,1,3,3,0,0,0,20,2,2,0,3,6,6,3655744,3802500,1,1,13,13,2,0,3,3,1,3,3,4,6,0,6,0,755,755,0,5,1,4,929,929,371,2229,0,0,1,0,5,1,3,8,7,0,3,6,0,1,0,0,0,0,2,0,198,30,0,0,0,3,0,7,4036081,8,104000,1,3937,0
383,45,5,64,6390,1,3,3,0,0,0,15,1,2,0,1,6,7,3818116,3818116,1,1,8,8,2,0,3,3,1,3,3,4,6,0,6,0,936,936,0,3,1,0,984,0,0,984,1,0,1,0,2,1,3,4,7,0,3,5,3818116,3,1,280,3,3,2,0,0,0,0,0,0,3,0,6,4032064,8,112500,0,2856,9621652320
384,20,5,79,10240,1,3,3,0,4,0,17,2,2,0,2,6,6,3920400,3920400,1,1,9,9,1,157,3,4,1,4,3,4,1,625,3,1061,0,1686,0,3,1,4,1686,0,0,1686,1,0,2,0,3,1,3,7,7,1,5,1,3920400,3,2,612,3,3,2,384,131,0,0,0,0,3,0,5,4024036,8,207500,0,5573,43187126400
385,20,5,78,9316,1,3,3,0,4,0,5,2,2,0,2,7,5,4020025,4020025,1,1,12,12,1,140,4,3,2,4,3,1,2,56,6,0,1558,1614,0,5,1,4,1614,0,0,1614,0,0,2,0,3,1,4,7,7,1,2,1,4020025,0,2,576,3,3,2,100,45,0,0,0,0,3,0,3,4024036,8,225000,0,4987,41679619200
386,20,5,60,7200,1,3,2,0,4,0,5,2,2,0,2,5,8,3888784,3888784,1,1,12,12,2,0,3,3,1,3,3,4,1,437,6,0,427,864,0,5,1,4,864,0,0,864,0,0,1,0,3,1,3,5,7,0,3,5,3908529,3,1,297,3,3,2,0,0,0,0,0,0,3,0,3,4024036,8,119900,0,2592,10447498017
387,20,5,108,12228,1,3,3,0,0,0,19,2,2,0,2,7,5,4024036,4024036,3,1,12,12,3,206,4,3,2,5,4,4,6,0,6,0,1721,1721,0,5,1,4,1740,0,0,1740,0,0,2,0,4,1,4,8,7,0,3,1,4024036,2,3,874,3,3,2,0,43,0,0,0,0,3,0,9,4024036,6,293000,0,5225,94959201528
388,20,5,78,10335,1,0,3,0,4,0,22,2,2,0,2,5,6,3873024,3972049,1,1,9,9,2,0,3,3,1,3,3,4,5,570,6,0,891,1461,0,4,1,4,1721,0,0,1721,0,0,2,1,3,1,3,7,2,1,5,1,3873024,2,2,440,3,3,2,0,96,180,0,0,0,3,0,7,4024036,8,180000,1,4739,30674350080
389,80,5,0,12328,1,0,3,0,4,0,14,2,2,0,7,6,5,3904576,3904576,1,1,6,6,1,335,3,3,1,3,3,0,2,539,6,0,473,1012,0,3,1,4,1034,0,0,1034,1,0,1,0,3,1,3,6,7,0,3,1,3904576,3,3,888,3,3,2,0,0,0,0,0,0,3,0,5,4040100,8,169900,0,3058,93616114176
390,90,6,68,8930,1,3,3,0,4,0,22,5,2,2,0,6,5,3912484,3912484,1,1,12,12,2,0,3,3,3,0,0,3,4,0,4,0,0,0,0,3,1,4,1318,584,0,1902,0,0,2,0,4,2,3,8,7,0,3,1,3912484,3,2,539,3,3,2,0,0,0,0,0,0,3,0,4,4040100,8,112000,0,1902,37958919768
391,20,5,81,9672,1,3,3,0,0,0,23,2,2,0,2,6,5,3936256,3940225,3,1,6,9,2,0,3,3,2,4,3,4,2,338,6,0,702,1040,0,3,1,4,1097,0,0,1097,0,0,2,0,3,1,3,6,7,0,3,1,3944196,3,2,480,3,3,2,0,0,0,0,0,0,3,0,5,4040100,8,152000,1,3177,34077853440
392,60,5,120,13975,1,0,3,0,0,0,19,2,2,0,5,9,5,4020025,4024036,3,1,12,12,1,525,4,3,2,4,3,0,6,0,6,0,1090,1090,0,5,1,4,1117,1089,0,2206,0,0,2,1,4,1,5,10,7,1,2,3,4020025,0,3,670,3,3,2,148,95,0,0,0,0,3,0,8,4024036,6,300000,1,4629,72722252250
393,80,5,94,7819,1,3,3,0,4,0,7,2,2,0,7,6,5,3904576,3904576,1,1,9,9,2,0,3,3,1,3,3,0,0,422,1,127,480,1029,0,3,1,4,1117,0,0,1117,1,0,1,0,3,1,3,6,7,1,5,5,3904576,3,2,672,3,3,2,144,0,0,0,0,0,3,0,3,4040100,8,107000,0,3319,47229751296
394,190,6,60,11340,1,3,3,0,4,0,20,2,2,1,5,4,6,3553225,3802500,1,1,12,0,2,0,3,3,2,3,3,4,6,0,6,0,777,777,0,4,1,4,1246,1044,0,2290,0,0,2,0,4,2,3,11,7,0,3,5,3884841,3,2,560,3,3,0,0,0,114,0,0,0,3,0,4,4040100,8,122500,1,3844,39159197280
395,160,6,21,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,3888784,3888784,1,1,6,6,1,504,3,3,1,3,3,4,0,276,6,0,207,483,0,3,1,4,483,465,0,948,0,0,1,1,2,1,3,5,7,0,3,5,3888784,3,1,264,3,3,2,0,0,0,0,0,0,3,0,7,4024036,8,89000,0,1914,9239750784
396,50,5,65,6001,1,0,0,0,4,1,21,2,2,0,0,6,5,3763600,3802500,1,1,12,12,2,0,3,3,1,2,3,4,3,368,6,0,232,600,0,5,0,4,600,319,0,919,0,0,1,0,3,1,3,5,7,0,3,5,3763600,3,1,231,3,3,2,0,0,45,0,0,0,3,0,3,4040100,8,95000,1,2119,7824524400
397,20,5,78,11700,1,3,3,0,4,0,17,6,2,0,2,6,6,3873024,3873024,1,1,8,8,1,41,3,3,1,3,3,4,6,0,6,0,912,912,0,5,1,4,1152,0,0,1152,1,0,1,1,3,1,3,7,7,0,3,1,3873024,2,2,412,3,3,2,0,126,0,0,0,0,3,0,9,4028049,1,143450,0,3102,28722345984
398,60,5,102,12858,1,0,3,0,4,0,19,2,2,0,5,9,5,4036081,4040100,1,1,12,12,3,162,5,3,2,5,3,4,6,0,6,0,1590,1590,0,5,1,4,1627,707,0,2334,0,0,2,1,3,1,5,10,7,1,2,1,4036081,0,3,751,3,3,2,144,133,0,0,0,0,3,0,1,4040100,6,376162,1,5791,81839614437
399,20,5,73,9300,1,3,3,0,4,0,15,1,2,0,2,5,5,3841600,3841600,1,1,8,6,1,324,3,3,1,3,3,4,5,697,6,0,571,1268,0,3,1,4,1264,0,0,1264,1,0,1,0,3,1,3,6,7,2,2,1,3841600,3,2,461,3,3,2,0,0,0,0,143,0,3,0,4,4040100,8,167500,0,3800,31877596800
400,90,5,64,7018,1,3,0,0,4,0,23,1,2,2,6,5,5,3916441,3916441,1,1,9,9,3,275,3,3,1,4,3,0,2,1086,6,0,0,1086,0,3,1,4,1224,0,0,1224,2,0,0,2,2,2,3,6,7,2,5,5,3916441,3,2,528,3,3,2,120,0,0,0,0,0,3,0,6,4036081,8,153337,0,3516,37221855264
401,70,4,54,6629,1,3,3,0,4,0,7,0,2,0,5,6,6,3705625,3802500,2,1,13,13,2,0,3,4,0,3,3,4,1,551,6,0,121,672,0,3,0,4,697,672,0,1369,1,0,2,0,3,1,3,6,7,0,3,5,3724900,3,1,300,3,3,2,147,0,0,0,0,0,3,0,7,4036081,8,103600,1,2860,10057230000
402,20,5,75,10650,1,3,3,0,0,0,5,2,2,0,2,5,6,3904576,3904576,1,1,6,6,2,0,3,3,1,3,4,0,3,182,0,712,0,894,0,3,1,4,894,0,0,894,1,0,1,0,3,1,3,5,7,0,3,1,3904576,3,1,308,3,3,2,365,0,0,0,0,0,3,0,2,4040100,8,128200,0,3047,10823484672
403,160,2,0,2117,1,3,3,0,4,0,24,2,2,3,5,6,5,4000000,4000000,1,1,8,8,1,216,4,3,2,4,3,4,2,378,6,0,378,756,0,5,1,4,769,804,0,1573,0,0,2,1,3,1,4,5,7,0,3,5,4000000,3,2,440,3,3,2,0,32,0,0,0,0,3,0,6,4040100,8,177500,0,3117,31680000000
404,60,5,105,13650,1,3,3,0,0,0,19,2,2,0,5,8,5,4008004,4008004,1,1,12,12,1,232,4,3,2,4,3,1,2,578,6,0,1093,1671,0,5,1,4,1687,563,0,2250,1,0,2,1,3,1,4,7,7,1,0,1,4008004,0,3,756,3,3,2,238,130,0,0,0,0,3,0,6,4040100,8,320000,0,5960,81811377648
405,60,5,42,8433,1,0,3,0,4,0,8,2,2,0,5,6,5,4000000,4000000,1,1,12,12,2,0,3,3,2,4,3,4,2,683,6,0,111,794,0,5,1,4,819,695,0,1514,1,0,2,1,3,1,3,7,7,1,5,1,4000000,0,2,394,3,3,2,0,72,0,0,0,0,3,0,6,4036081,8,190000,0,3174,28368000000
406,160,6,21,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,3884841,3884841,1,1,5,5,1,236,3,3,1,3,3,4,6,0,6,0,672,672,0,3,1,4,672,546,0,1218,0,0,1,1,3,1,3,7,7,0,3,6,0,1,0,0,0,0,0,201,0,0,0,0,0,3,0,4,4024036,8,91500,0,2763,0
407,190,6,50,6000,1,3,3,0,4,0,20,2,2,1,0,5,4,3818116,3818116,1,1,13,13,2,0,3,3,1,3,3,4,6,0,6,0,811,811,0,3,1,0,811,576,0,1387,0,0,2,0,3,2,4,7,7,0,3,3,3818116,3,1,256,3,3,2,0,0,0,0,0,0,3,0,11,4036081,8,93000,0,3009,8796939264
408,70,1,50,8500,1,3,3,0,4,0,11,1,2,0,5,4,4,3686400,3802500,2,1,3,3,2,0,3,2,0,3,3,4,6,0,6,0,649,649,0,3,0,4,649,668,0,1317,0,0,1,0,3,1,3,6,7,0,3,5,3686400,3,1,250,3,2,0,0,54,172,0,0,0,3,0,7,4032064,8,40000,1,2669,5529600000
409,70,6,60,6882,1,3,3,0,4,0,11,2,2,0,5,6,7,3663396,4024036,1,1,13,13,2,0,3,3,2,3,3,4,6,0,6,0,684,684,0,3,1,4,773,582,0,1355,0,0,1,1,3,1,4,7,7,0,3,6,0,1,0,0,0,0,2,136,0,115,0,0,0,3,0,3,4028049,8,127000,1,2859,0
410,30,1,66,8712,0,3,3,0,0,0,11,2,2,0,2,4,7,3594816,3802500,3,1,13,13,2,0,2,2,1,3,3,4,6,0,6,0,756,756,0,4,1,4,952,0,0,952,0,0,1,0,3,1,3,5,7,0,3,5,3594816,2,1,330,3,3,0,0,0,265,0,0,0,3,0,6,4040100,8,50138,1,2464,10676603520
411,20,5,0,7917,1,0,3,0,0,0,7,2,2,0,2,6,7,3904576,3904576,3,1,6,6,1,174,3,4,1,3,4,4,1,751,6,0,392,1143,0,3,1,4,1113,0,0,1113,1,0,1,1,3,1,3,6,7,1,1,1,3948169,2,1,504,3,4,2,370,30,0,0,0,0,3,0,5,4028049,8,148000,0,3799,23878526112
412,30,6,71,6900,1,3,3,0,4,0,11,2,2,0,2,5,6,3763600,3822025,1,1,12,12,2,0,3,3,1,3,3,4,0,403,5,125,212,740,0,5,1,4,778,0,0,778,0,0,1,0,2,1,3,4,7,1,2,5,3865156,0,1,924,5,5,2,0,25,0,0,0,0,3,0,2,4032064,8,120500,1,2283,89285103600
413,50,5,60,9900,1,3,3,0,4,0,21,2,2,0,0,6,7,3763600,3802500,1,1,12,12,2,0,3,3,0,3,3,4,6,0,6,0,778,778,0,3,1,4,944,545,0,1489,0,0,2,0,3,1,3,7,7,1,2,5,3763600,3,1,240,3,3,2,335,0,0,0,0,0,3,0,7,4036081,8,139500,1,3380,8129376000
414,20,5,86,13286,1,0,3,0,4,0,7,2,2,0,2,9,5,4028049,4032064,3,1,5,5,3,340,5,3,2,5,3,4,2,1234,6,0,464,1698,0,5,1,4,1698,0,0,1698,1,0,2,0,3,1,5,8,7,1,2,1,4028049,0,3,768,3,3,2,327,64,0,0,0,0,3,0,2,4036081,8,320000,1,5485,83525624064
415,70,5,107,12888,1,3,0,0,4,0,22,1,2,0,5,7,8,3751969,3920400,1,1,13,13,2,0,3,4,1,3,3,4,0,288,6,0,717,1005,0,3,1,4,1262,1005,0,2267,1,0,1,1,3,1,3,7,7,2,2,1,3751969,0,2,498,3,3,2,521,0,0,0,0,0,3,0,4,4028049,8,219000,1,4798,33632650116
416,20,5,0,8885,1,0,2,0,4,1,14,2,2,0,2,5,5,3932289,3932289,1,1,6,6,2,0,3,3,1,4,3,0,1,301,0,324,239,864,0,3,1,4,902,0,0,902,1,0,1,0,2,1,3,5,7,0,3,1,3932289,3,2,484,3,3,2,164,0,0,0,0,0,3,0,6,4024036,8,131000,0,2794,34258101768
417,60,5,62,8857,1,0,3,0,4,0,8,2,2,0,5,6,5,4024036,4024036,1,1,12,12,2,0,4,3,2,4,3,4,6,0,6,0,738,738,0,5,1,4,738,757,0,1495,0,0,2,1,3,1,4,7,7,1,2,1,4024036,2,2,440,3,3,2,100,30,0,0,0,0,3,0,3,4028049,6,171925,0,3101,31870365120
418,20,5,53,14137,1,0,3,0,4,0,8,2,2,0,2,5,5,3984016,3988009,1,1,6,6,2,0,4,3,2,4,3,4,2,450,6,0,898,1348,0,4,1,4,1384,0,0,1384,1,0,2,0,3,1,4,7,7,0,3,1,3984016,3,2,404,3,3,2,0,39,0,0,0,0,3,0,11,4032064,8,177900,1,4119,28971764352
419,70,5,53,6720,1,3,3,0,4,0,6,2,2,0,5,6,7,3690241,3802500,1,1,12,12,2,0,3,3,0,3,3,4,6,0,6,0,585,585,0,3,0,4,851,585,0,1436,0,0,1,0,3,1,3,7,7,1,2,5,3968064,3,1,228,3,3,2,184,0,0,0,0,0,3,0,4,4028049,1,141500,1,2790,8142467328
420,60,5,60,7500,1,3,3,0,4,0,8,2,2,0,5,6,5,3992004,3996001,1,1,12,12,2,0,4,3,2,4,3,4,2,476,6,0,476,952,0,4,1,4,952,684,0,1636,1,0,2,1,3,1,3,7,7,1,5,1,3992004,0,2,440,3,3,2,0,84,0,0,0,0,3,0,10,4036081,8,191000,1,3624,31616671680
